Drug Name,CAS,smiles,DockingScore
Dronedarone,141626-36-0,CCCCN(CCCC)CCCOc1ccc(cc1)C(=O)c2c(CCCC)oc3ccc(N[S](C)(=O)=O)cc23,-5.3
"1-N,3-N-Bis[(2R)-2,3-dihydroxypropyl]-5-[(2-hydroxyacetyl)-(2-hydroxyethyl)amino]-2,4,6-triiodobenzene-1,3-dicarboxamide",-,OCCN(C(=O)CO)c1c(I)c(C(=O)NC[C@@H](O)CO)c(I)c(C(=O)NC[C@@H](O)CO)c1I,-5.3
"1-N,3-N-Bis[(2S)-2,3-dihydroxypropyl]-5-[(2-hydroxyacetyl)-(2-hydroxyethyl)amino]-2,4,6-triiodobenzene-1,3-dicarboxamide",-,OCCN(C(=O)CO)c1c(I)c(C(=O)NC[C@H](O)CO)c(I)c(C(=O)NC[C@H](O)CO)c1I,-5.3
Meperidine,57-42-1,CCOC(=O)C1(CCN(C)CC1)c2ccccc2,-5.3
Versetamide,129009-83-2,COCCNC(=O)CN(CCN(CCN(CC(O)=O)CC(=O)NCCOC)CC(O)=O)CC(O)=O,-5.3
Pentetic acid,67-43-6,C(CN(CC(=O)O)CC(=O)O)N(CCN(CC(=O)O)CC(=O)O)CC(=O)O,-5.3
Probenecid,57-66-9,CCCN(CCC)[S](=O)(=O)c1ccc(cc1)C(O)=O,-5.3
Miglustat,72599-27-0,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,-5.3
Crotamiton,483-63-6,CCN(C(=O)\C=C\C)c1ccccc1C,-5.3
Melphalan,148-82-3,NC(Cc1ccc(cc1)N(CCCl)CCCl)C(O)=O,-5.3
Diatrizoic acid,117-96-4,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)NC(=O)C)I,-5.3
Ibandronic Acid,114084-78-5,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,-5.3
Edetic acid,60-00-4,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,-5.3
Gabapentin,60142-96-3,NCC1(CCCCC1)CC(O)=O,-5.3
Pilocarpine,92-13-7,CC[C@H]1[C@H](COC1=O)Cc2cncn2C,-5.3
Salicylic acid,69-72-7,C1=CC=C(C(=C1)C(=O)O)O,-5.3
Dopamine,51-61-6,NCCc1ccc(O)c(O)c1,-5.3
(2R)-2-(2-Oxopyrrolidin-1-yl)butanamide,103765-01-1,CC[C@@H](N1CCCC1=O)C(N)=O,-5.3
Evoxac,107233-08-9,O.[Cl-].[Cl-].C[C@@H]1O[C@@]2(CS1)CN3CCC2CC3.C[C@@H]4O[C@@]5(CS4)CN6CCC5CC6.[H+].[H+],-5.3
Theophylline,58-55-9,CN1C(=O)N(C)c2nc[nH]c2C1=O,-5.3
"(2S)-3-(2-Methoxyphenoxy)propane-1,2-diol",-,COc1ccccc1OC[C@@H](O)CO,-5.3
"(R)-3-(2-Methoxyphenoxy)propane-1,2-diol",61248-75-7,COc1ccccc1OC[C@H](O)CO,-5.3
Metformin,657-24-9,[H+].[Cl-].CN(C)C(=N)N=C(N)N,-5.3
Gluconic acid,133-42-6,C(C(C(C(C(C(=O)O)O)O)O)O)O,-5.3
Carbetapentane citrate,23142-01-0,CCN(CC)CCOCCOC(=O)C1(CCCC1)C2=CC=CC=C2.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,-5.3
Alverine citrate,5560-59-8,CCN(CCCC1=CC=CC=C1)CCCC2=CC=CC=C2.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,-5.3
Ornidazole,16773-42-5,Cc1ncc(n1CC(O)CCl)[N+]([O-])=O,-5.3
Clonidine hydrochloride,4205-91-8,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl.Cl,-5.3
Salicylate,63-36-5,Oc1ccccc1C([O-])=O,-5.3
Ropinirole hydrochloride,91374-20-8,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1.Cl,-5.3
Chlorphenesin,104-29-0,OCC(O)COc1ccc(Cl)cc1,-5.3
Menthol,1490-04-6,CC(C)C1CCC(C)CC1O,-5.3
Chlorhexidine digluconate,18472-51-0,C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl.C(C(C(C(C(C(=O)O)O)O)O)O)O.C(C(C(C(C(C(=O)O)O)O)O)O)O,-5.3
Linolenic acid,463-40-1,CCC=CCC=CCC=CCCCCCCCC(=O)O,-5.3
Meperidine hydrochloride,50-13-5,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2.Cl,-5.3
Procaine hydrochloride,51-05-8,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.Cl,-5.3
Bromopride,4093-35-0,CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,-5.3
Ethoheptazine citrate,6700-56-7,CCOC(=O)C1(CCCN(CC1)C)C2=CC=CC=C2.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,-5.3
Dopamine hydrochloride,62-31-7,C1=CC(=C(C=C1CCN)O)O.Cl,-5.3
Mephenesin,59-47-2,Cc1ccccc1OCC(O)CO,-5.3
Acipimox,51037-30-0,Cc1cnc(c[n+]1[O-])C(O)=O,-5.3
Orphenadrine citrate,4682-36-4,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,-5.3
Flopropione,2295-58-1,CCC(=O)c1c(O)cc(O)cc1O,-5.3
Nicametate citrate,1641-74-3,CCN(CC)CCOC(=O)C1=CN=CC=C1.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,-5.3
Butetamate citrate,635493,CCC(C1=CC=CC=C1)C(=O)OCCN(CC)CC.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,-5.3
Misoprostol,59122-46-2,CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,-5.3
Diphenhydramine citrate,88637-37-0,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,-5.3
Amiodarone hydrochloride,19774-82-4,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I.Cl,-5.3
Proxazole citrate,132-35-4,CCC(C1=CC=CC=C1)C2=NOC(=N2)CCN(CC)CC.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,-5.3
Clomiphene citrate,7619-53-6,CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,-5.3
Gallimycin,643-22-1,CCCCCCCCCCCCCCCCCC(O)=O.CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,-5.3
Guaifenesin,93-14-1,COc1ccccc1OCC(O)CO,-5.3
Iohexol,66108-95-0,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,-5.3
Diethylcarbamazine citrate,1642-54-2,CCN(CC)C(=O)N1CCN(CC1)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,-5.3
Tranylcypromine (2-PCPA) hydrochloride,1986-47-6,C1C(C1N)C2=CC=CC=C2.Cl,-5.3
Methoxamine hydrochloride,61-16-5,CC(C(C1=C(C=CC(=C1)OC)OC)O)N.Cl,-5.3
Iopanoic acid,96-83-3,CCC(CC1=C(C(=C(C=C1I)I)N)I)C(=O)O,-5.3
Delta-Gluconolactone,90-80-2,OCC1OC(=O)C(O)C(O)C1O,-5.3
Gallamine triethiodide,65-29-2,CC[N+](CC)(CC)CCOC1=C(C(=CC=C1)OCC[N+](CC)(CC)CC)OCC[N+](CC)(CC)CC.[I-].[I-].[I-],-5.3
Pargyline,555-57-7,CN(CC#C)Cc1ccccc1,-5.3
"1-N,3-N-Bis[(2R)-2,3-dihydroxypropyl]-2,4,6-triiodo-5-[(2-methoxyacetyl)amino]-3-N-methylbenzene-1,3-dicarboxamide",-,COCC(=O)Nc1c(I)c(C(=O)NC[C@@H](O)CO)c(I)c(c1I)C(=O)N(C)C[C@@H](O)CO,-5.2
"5-[Acetyl-[(2R)-2,3-dihydroxypropyl]amino]-3-N-[(2R)-2,3-dihydroxypropyl]-1-N-(2-hydroxyethyl)-2,4,6-triiodobenzene-1,3-dicarboxamide",-,CC(=O)N(C[C@@H](O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NC[C@@H](O)CO)c1I,-5.2
Edtmp,1429-50-1,C(CN(CP(=O)(O)O)CP(=O)(O)O)N(CP(=O)(O)O)CP(=O)(O)O,-5.2
Brivaracetam,357336-20-0,CCC[C@H]1CN([C@@H](CC)C(N)=O)C(=O)C1,-5.2
Phenylacetic acid,103-82-2,C1=CC=C(C=C1)CC(=O)O,-5.2
Eicosapentaenoic acid,10417-94-4,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O,-5.2
"1-Methyl-2-[(Z)-2-thiophen-2-ylethenyl]-5,6-dihydro-4H-pyrimidine",-,CN1CCCN=C1\C=C/c2sccc2,-5.2
Gluconolactone,90-80-2,OC[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,-5.2
Isosorbide mononitrate,16051-77-7,C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O,-5.2
Axid,-,CNC(/NCCSCc1csc(CN(C)C)n1)=C\[N+]([O-])=O,-5.2
Nonoxynol-9,26571-11-9,CCCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1,-5.2
"(1S,2R,4S)-N,2,3,3-Tetramethylbicyclo[2.2.1]heptan-2-amine",-,CN[C@]1(C)[C@H]2CC[C@@H](C2)C1(C)C,-5.2
Pyridoxine,65-23-6,Cc1ncc(CO)c(CO)c1O,-5.2
"(2S,5R)-2-Methylspiro[1,3-oxathiolane-5,3'-1-azabicyclo[2.2.2]octane]",-,CC1OC2(CN3CCC2CC3)CS1(=O)=O,-5.2
Arginine,74-79-3,N[C@@H](CCCNC(N)=N)C(O)=O,-5.2
Eucalyptol,470-82-6,CC12CCC(CC1)C(C)(C)O2,-5.2
Altretamine,645-05-6,CN(C)c1nc(nc(n1)N(C)C)N(C)C,-5.2
"Secnidazole, (R)-",618911-61-8,CC1=NC=C(N1CC(C)O)[N+](=O)[O-],-5.2
(R)-Ethosuximide,39122-20-8,CCC1(CC(=O)NC1=O)C,-5.2
Citric acid,77-92-9,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,-5.2
(S)-Ethosuximide,39122-19-5,CCC1(CC(=O)NC1=O)C,-5.2
Selegiline,14611-51-9,C[C@H](Cc1ccccc1)N(C)CC#C,-5.2
Trimethadione,127-48-0,CN1C(=O)OC(C)(C)C1=O,-5.2
Propylthiouracil,51-52-5,CCCN1C(=O)C=CNC1=S,-5.2
Glutamine,56-85-9,N[C@@H](CCC(N)=O)C(O)=O,-5.2
Phenyltoloxamine citrate,1176-08-5,CN(C)CCOC1=CC=CC=C1CC2=CC=CC=C2.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,-5.2
Oxeladin citrate,52432-72-1,CCC(CC)(C1=CC=CC=C1)C(=O)OCCOCCN(CC)CC.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,-5.2
Oxolamine citrate,1949-20-8,CCN(CC)CCC1=NC(=NO1)C2=CC=CC=C2.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,-5.2
"D-Gluconic acid, compd. with (9S)-6'-methoxycinchonan-9-ol (1:1)",6587-33-3,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.C(C(C(C(C(C(=O)O)O)O)O)O)O,-5.2
Fentanyl citrate,990-73-8,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,-5.2
Buformin,692-13-7,CCCCN=C(N)N=C(N)N,-5.2
Butamirate citrate,18109-81-4,CCC(C1=CC=CC=C1)C(=O)OCCOCCN(CC)CC.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,-5.2
Erythromycin estolate,3521-62-8,CCCCCCCCCCCCOS(=O)(=O)O.CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)OC(=O)CC)(C)O)C)C)O)(C)O,-5.2
Sildenafil citrate,171599-83-0,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,-5.2
Cyclobutyrol,512-16-3,CCC(C(O)=O)C1(O)CCCCC1,-5.2
Pyridoxine hydrochloride,58-56-0,CC1=NC=C(C(=C1O)CO)CO.Cl,-5.2
Toremifene citrate,89778-27-8,CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,-5.2
Nicotine,54-11-5,CN1CCCC1c2cccnc2,-5.2
Pargyline hydrochloride,306-07-0,CN(CC#C)CC1=CC=CC=C1.Cl,-5.2
Nizatidine,76963-41-2,CNC(/NCCSCc1csc(CN(C)C)n1)=C\[N+]([O-])=O,-5.2
Triacetin,102-76-1,CC(=O)OCC(COC(C)=O)OC(C)=O,-5.2
Ethosuximide,77-67-8,CCC1(C)CC(=O)NC1=O,-5.2
Procaine,59-46-1,CCN(CC)CCOC(=O)c1ccc(N)cc1,-5.2
"5-[Acetyl-[(2R)-2,3-dihydroxypropyl]amino]-1-N,3-N-bis[(2R)-2,3-dihydroxypropyl]-2,4,6-triiodobenzene-1,3-dicarboxamide",-,CC(=O)N(C[C@@H](O)CO)c1c(I)c(C(=O)NC[C@@H](O)CO)c(I)c(C(=O)NC[C@@H](O)CO)c1I,-5.1
Orlistat,96829-58-2,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,-5.1
Miglitol,72432-03-2,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,-5.1
Iotalamic acid,2276-90-6,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)C(=O)NC)I,-5.1
Sulfanilamide,63-74-1,Nc1ccc(cc1)[S](N)(=O)=O,-5.1
Glutathione,70-18-8,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,-5.1
Amantadine,768-94-5,[Cl-].NC12CC3CC(CC(C3)C1)C2.[H+],-5.1
(-)-Camphor,464-48-2,CC1(C)C2CCC1(C)C(=O)C2,-5.1
Isoniazid,54-85-3,NNC(=O)c1ccncc1,-5.1
"(1S,2S,4S)-N,2,3,3-Tetramethylbicyclo[2.2.1]heptan-2-amine",-,CN[C@@]1(C)[C@H]2CC[C@@H](C2)C1(C)C,-5.1
Nitroglycerin,55-63-0,[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O,-5.1
"Secnidazole, (S)-",618911-59-4,CC1=NC=C(N1CC(C)O)[N+](=O)[O-],-5.1
Allopurinol,315-30-0,O=C1N=CN=C2NNC=C12,-5.1
Pralidoxime,45765-69-3,[Cl-].CN1C=CC=C\C1=C/[NH+]=O,-5.1
(2Z)-1-Methyl-2-(nitrosomethylidene)pyridine,-,CN\1C=CC=CC1=C/N=O,-5.1
Histidine,71-00-1,N[C@@H](Cc1c[nH]cn1)C(O)=O,-5.1
Tranexamic acid,701-54-2,C1CC(CCC1CN)C(=O)O,-5.1
Ethionamide,536-33-4,CCc1cc(ccn1)C(N)=S,-5.1
Azelaic acid,123-99-9,C(CCCC(=O)O)CCCC(=O)O,-5.1
Undecylenic acid,112-38-9,C=CCCCCCCCCC(=O)O,-5.1
Isoborneol,10385-78-1,CC1(C)C2CCC1(C)C(O)C2,-5.1
Ergotamine tartrate,379-79-3,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CN(C6CC7=CNC8=CC=CC(=C78)C6=C5)C.CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CN(C6CC7=CNC8=CC=CC(=C78)C6=C5)C.C(C(C(=O)O)O)(C(=O)O)O,-5.1
Fosaprepitant meglumine,265121-04-8,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NN(C(=O)N3)P(=O)(O)O)C4=CC=C(C=C4)F.CNCC(C(C(C(CO)O)O)O)O.CNCC(C(C(C(CO)O)O)O)O,-5.1
Amantadine hydrochloride,665-66-7,C1C2CC3CC1CC(C2)(C3)N.Cl,-5.1
Uracil,66-22-8,O=C1NC=CC(=O)N1,-5.1
D-Glucose,2280-44-6,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,-5.1
Isosorbide,652-67-5,O[C@@H]1CO[C@@H]2[C@@H](O)CO[C@H]12,-5.1
Verapamil hydrochloride,152-11-4,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC.Cl,-5.1
Lipoamide,940-69-2,NC(=O)CCCCC1CCSS1,-5.1
Thioctate,-,C1CSSC1CCCCC(=O)[O-],-5.1
Bromisoval,496-67-3,CC(C)C(Br)C(=O)NC(N)=O,-5.1
Zolpidem tartrate,99294-93-6,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C.C(C(C(=O)O)O)(C(=O)O)O,-5.1
Fosaprepitant dimeglumine,265121-04-8,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NN(C(=O)N3)P(=O)(O)O)C4=CC=C(C=C4)F.CNCC(C(C(C(CO)O)O)O)O.CNCC(C(C(C(CO)O)O)O)O,-5.1
Varenicline Tartrate,375815-87-5,C1C2CNCC1C3=CC4=NC=CN=C4C=C23.C(C(C(=O)O)O)(C(=O)O)O,-5.1
Rivastigmine tartrate,129101-54-8,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C.C(C(C(=O)O)O)(C(=O)O)O,-5.1
Miglitol,72432-03-2,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,-5.1
Rizatriptan benzoate,145202-66-0,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3.C1=CC=C(C=C1)C(=O)O,-5.1
Captopril,62571-86-2,C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O,-5.1
Disopyramide,671200,CC(C)N(CCC(C(N)=O)(c1ccccc1)c2ccccn2)C(C)C,-5.1
Nonoxynol,26027-38-3,CCCCCCCCCc1ccc(OCCO)cc1,-5.1
L-Glutamine,56-85-9,N[C@@H](CCC(N)=O)C(O)=O,-5.1
"1-N-[(2S)-2,3-Dihydroxypropyl]-3-N-[(2R)-2,3-dihydroxypropyl]-5-[(2-hydroxyacetyl)-(2-hydroxyethyl)amino]-2,4,6-triiodobenzene-1,3-dicarboxamide",-,OCCN(C(=O)CO)c1c(I)c(C(=O)NC[C@@H](O)CO)c(I)c(C(=O)NC[C@H](O)CO)c1I,-5
Zoledronic acid,118072-93-8,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O,-5
Thioguanine,154-42-7,NC1=Nc2nc[nH]c2C(=S)N1,-5
Chloroxylenol,88-04-0,Cc1ccc(Cl)c(O)c1C,-5
Benzoic acid,65-85-0,C1=CC=C(C=C1)C(=O)O,-5
Nicotinamide,98-92-0,NC(=O)c1cccnc1,-5
Captopril,62571-86-2,C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O,-5
(2E)-1-Methyl-2-(nitrosomethylidene)pyridine,-,CN\1C=CC=CC1=C\N=O,-5
Sorbitol,50-70-4,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,-5
Alendronic acid,66376-36-1,C(CC(O)(P(=O)(O)O)P(=O)(O)O)CN,-5
"Propylhexedrine, (+)-",6556-29-2,CC(CC1CCCCC1)NC,-5
Levopropylhexedrine,6192-97-8,CN[C@@H](C)CC1CCCCC1,-5
(+)-Ifosfamide,66849-34-1,ClCCN[P]1(=O)OCCCN1CCCl,-5
Nicotinic acid,59-67-6,C1=CC(=CN=C1)C(=O)O,-5
Resorcinol,108-46-3,Oc1cccc(O)c1,-5
Hexaminolevulinate,140898-97-1,NC(N)C(=O)C(N)(N)C(N)(N)C([O-])=O,-5
(R)-Desflurane,143252-06-6,FC(F)O[C@H](F)C(F)(F)F,-5
Glutamic acid,56-86-0,C(CC(=O)O)C(C(=O)O)N,-5
Vinorelbine Bitartrate,-,CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC.C(C(C(=O)O)O)(C(=O)O)O.C(C(C(=O)O)O)(C(=O)O)O,-5
Neo-gilurytmal,2589-47-1,CCC[N+]12C3CC(C(C1O)CC)C4C2CC5(C3N(C6=CC=CC=C65)C)C4O.C(C(C(=O)[O-])O)(C(=O)O)O,-5
Niacinamide ascorbate,1987-71-9,C1=CC(=CN=C1)C(=O)N.C(C(C1C(=C(C(=O)O1)O)O)O)O,-5
"D-Glucose, 2-amino-2-deoxy-, hydrochloride",66-84-2,C(C(C(C(C(C=O)N)O)O)O)O.Cl,-5
Amlodipine besylate,111470-99-6,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN.C1=CC=C(C=C1)S(=O)(=O)O,-5
Ifosfamide,3778-73-2,ClCCN[P]1(=O)OCCCN1CCCl,-5
Mesoridazine Besylate,32672-69-8,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C.C1=CC=C(C=C1)S(=O)(=O)O,-5
Crotamiton,483-63-6,CCN(C(=O)\C=C\C)c1ccccc1C,-5
Tyloxapol,25301-02-4,CC(C)(C)CC(C)(C)c1ccc(O)cc1.C=O.C2CO2,-5
Tolterodine tartrate,124937-52-6,CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2.C(C(C(=O)O)O)(C(=O)O)O,-5
Icosapent ethyl,73310-10-8,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OCC,-4.9
Pamidronic acid,40391-99-9,C(CN)C(O)(P(=O)(O)O)P(=O)(O)O,-4.9
Dacarbazine,891986,CN(C)N\N=C/1N=CN=C1C(N)=O,-4.9
2-[Hexadecoxy(hydroxy)phosphoryl]oxyethyl-trimethylazanium,-,CCCCCCCCCCCCCCCCO[P](O)(=O)OCC[N+](C)(C)C,-4.9
5-Fluorouracil,51-21-8,FC1=CNC(=O)NC1=O,-4.9
Adenine,73-24-5,Nc1ncnc2nc[nH]c12,-4.9
Pyrophosphoric acid,206975,OP(=O)(O)OP(=O)(O)O,-4.9
Metronidazole,443-48-1,Cc1ncc(n1CCO)[N+]([O-])=O,-4.9
Sevoflurane,28523-86-6,FCOC(C(F)(F)F)C(F)(F)F,-4.9
"(2R,3S,4R,5R)-2-Fluoro-3,4,5,6-tetrahydroxyhexanal",29702-43-0,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](F)C=O,-4.9
L-Eflornithine,66640-93-5,C(CC(C(F)F)(C(=O)O)N)CN,-4.9
Pregabalin,148553-50-8,CC(C)C[C@H](CN)CC(O)=O,-4.9
"(2S)-2-(Difluoromethoxy)-1,1,1,2-tetrafluoroethane",142916-68-5,FC(F)O[C@@H](F)C(F)(F)F,-4.9
Methyl nicotinate,93-60-7,COC(=O)C1=CN=CC=C1,-4.9
(S)-(+)-Isoflurane,-,C(C(F)(F)F)(OC(F)F)Cl,-4.9
"(2r)-2-Chloro-2-(Difluoromethoxy)-1,1,1-Trifluoroethane",-,FC(F)O[C@H](Cl)C(F)(F)F,-4.9
Phenol,108-95-2,Oc1ccccc1,-4.9
Tartaric acid,526-83-0,C(C(C(=O)O)O)(C(=O)O)O,-4.9
Xantinol nicotinate,437-74-1,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CN(C)CCO)O.C1=CC(=CN=C1)C(=O)O,-4.9
Octamylamine mucate,93918-97-9,CC(C)CCCC(C)NCCC(C)C.CC(C)CCCC(C)NCCC(C)C.C(C(C(C(=O)O)O)O)(C(C(=O)O)O)O,-4.9
Cisatracurium besylate,96946-42-8,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-],-4.9
Clemizole undecylate,61853-30-3,CCCCCCCCCCC(=O)O.C1CCN(C1)CC2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)Cl,-4.9
Atracurium besylate,64228-81-5,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-],-4.9
Carbocysteine,638-23-3,NC(CSCC(O)=O)C(O)=O,-4.9
Zolpidem hemitartrate,99294-93-6,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C.CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C.C(C(C(=O)O)O)(C(=O)O)O,-4.9
Alimemazine hemitartrate,4330-99-8,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)CN(C)C.CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)CN(C)C.C(C(C(=O)O)O)(C(=O)O)O,-4.9
Benzododecinium,10328-35-5,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,-4.9
L-Histidine hydrochloride,645-35-2,C1=C(NC=N1)CC(C(=O)O)N.Cl,-4.9
Penicillin V benzathine,5928-84-7,CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C.CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C.C1=CC=C(C=C1)CNCCNCC2=CC=CC=C2,-4.9
Peppermint oil,8006-90-4,CC1CCC2(CC1)C(CO2)C.CC1CCC(C(C1)O)C(C)C.CC1CCC(C(C1)OC(=O)C)C(C)C.CC1CCC(C(=O)C1)C(C)C.CC1CCC2=C(C1)OC=C2C.CC1CCC(=C(C)C)C(=O)C1,-4.9
Alphagan,70359-46-5,O[C@H]([C@@H](O)C(O)=O)C(O)=O.Brc1c(NC2=NCCN2)ccc3nccnc13,-4.9
DTIC-Dome,891986,CN(C)N\N=C\1N=CN=C1C(N)=O,-4.9
Linoleic acid,60-33-3,CCCCCC=CCC=CCCCCCCCC(=O)O,-4.9
Tolterodine tartrate,-,CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2.C(C(C(=O)O)O)(C(=O)O)O,-4.9
