Ligand_Name,Best_Score,Second_Score,Third_Score
elobixibat_5277,-15.156,-14.681,-14.384
tiropramide_2681,-15.150,-15.105,-14.556
apalutamide_5278,-15.141,-14.304,-13.986
pacritinib_5507,-15.135,-14.752,-14.047
sulisatin_2535,-15.135,-14.065,-13.950
pralatrexate_4117,-15.130
feclobuzone_1138,-15.127,-12.841,-12.471
romidepsin_4119,-15.126,-14.890,-13.015
saroglitazar_5047,-15.125
enasidenib_5251,-15.123,-14.736,-14.671
gallopamil_1275,-15.121,-13.948,-13.133
hidrosmin_3956,-15.120,-13.968,-13.704
moexipril_1827,-15.104
streptomycin_2481,-15.104,-14.739,-14.506
cromoglicicacid_741,-15.103,-14.913,-14.238
etoposide_1112,-15.101,-14.973,-13.089
nebivolol_1887,-15.094,-14.812,-12.316
amprenavir_200,-15.092,-14.712,-14.569
astemizole_249,-15.092,-14.631,-12.660
barnidipine_290,-15.086,-15.040,-14.715
nicomorphine_1918,-15.080,-14.954,-14.805
asciminib_5495,-15.078,-13.881,-13.814
sarecycline_5298,-15.077,-14.312,-13.603
paliperidone_4137,-15.075,-14.449,-13.758
maxacalcitol_1638,-15.072,-14.738,-14.527
ertapenem_1046,-15.062,-14.784,-14.261
ethinylestradiolsulfonate_3943,-15.062,-13.949,-13.902
remikiren_4696,-15.055,-14.802,-14.465
canfosfamide_3062,-15.052,-15.009,-14.579
flumedroxoneacetate_3749,-15.047,-14.822,-14.741
penmesterol_3782,-15.045,-14.193,-14.158
dihydrostreptomycin_890,-15.044,-14.785,-14.425
halofantrine_1350,-15.042,-14.560,-12.705
sofalcone_2456,-15.041,-12.348
pregnenolonesuccinate_2256,-15.032,-14.690,-13.011
tecovirimat_5291,-15.026,-14.470,-14.112
azilsartanmedoxomil_4322,-15.021,-14.119,-13.075
norethindroneenanthate_1964,-15.020,-14.808,-14.046
colecalciferol_2840,-15.014,-14.506,-14.264
paramethasoneacetate_2060,-15.014,-14.720,-14.225
linzagolix_5701,-15.013,-14.542,-14.132
cyproteroneacetate_766,-15.012,-13.979,-13.763
regorafenib_4654,-15.011,-14.779,-14.729
flunisolide_1201,-15.010,-14.477,-14.127
drospirenone_968,-15.008,-14.222,-13.828
famphur_5538,-15.008,-14.492,-13.751
fludroxycortide_1217,-15.008,-14.463,-14.314
fenbenicillin_3221,-14.994,-13.843,-13.776
indacaterol_4183,-14.994,-14.159,-14.105
trilaciclib_5442,-14.992,-14.970,-13.820
bicalutamide_367,-14.991,-14.430,-14.272
carfecillin_507,-14.987,-14.136,-14.045
tenofoviralafenamide_4944,-14.981,-13.904,-13.113
clobenoside_683,-14.976,-14.474,-13.378
dexamethasonepalmitate_828,-14.976,-14.252,-12.649
mezlocillin_1795,-14.976,-14.663,-14.161
nafarelin_1868,-14.971,-12.677
etiprednoldicloacetate_3209,-14.960,-14.918,-14.607
troxerutin_2778,-14.942,-14.391,-14.149
cefiderocol_5352,-14.940,-14.860,-14.578
sulfinpyrazone_2528,-14.938,-14.532,-13.957
diethylaminohydroxybenzoylhexylbenzoate_4602,-14.937,-13.850
clomifene_700,-14.936,-14.450,-12.291
desonide_3135,-14.919,-14.653,-14.179
estradiolenanthate_1061,-14.917,-14.695,-13.087
pipecuronium_2183,-14.916,-14.128,-13.933
amperozide_193,-14.913,-13.876,-13.422
ketanserin_1524,-14.911,-14.389,-14.152
metergoline_1723,-14.908,-13.927,-12.618
difelikefalin_5470,-14.906,-14.896,-14.853
pinaverium_2174,-14.904,-14.839,-14.697
artisoneacetate_33,-14.900,-13.443,-13.106
fludrocortisoneacetate_1191,-14.899,-14.472,-14.202
halometasone_1352,-14.899,-14.122,-13.806
isoflupredoneacetate_4962,-14.899,-14.462,-14.127
riociguat_4807,-14.886,-13.758,-12.857
desoxycorticosteroneacetate_821,-14.883,-13.520,-13.081
troglitazone_2767,-14.881,-14.856,-13.984
encorafenib_5289,-14.880,-14.508,-11.933
thiocolchicoside_4731,-14.880,-14.583,-14.543
osimertinib_5062,-14.878,-14.569,-14.512
diprenorphine_5526,-14.877,-14.196,-14.090
verdinexor_5653,-14.877,-14.462,-14.206
carvedilol_522,-14.873,-14.096,-13.905
selinexor_5330,-14.865,-13.216,-13.089
prednimustine_2244,-14.854,-14.581,-13.854
lorpiprazole_5098,-14.846,-14.674,-14.439
mitapivat_5506,-14.843,-14.640,-14.109
beraprost_343,-14.840,-13.554,-13.046
cisapride_660,-14.835,-14.415,-13.206
risperidone_2389,-14.832,-14.455,-13.252
nalfurafine_4673,-14.825,-14.523,-14.503
enzalutamide_4628,-14.809,-14.221,-14.139
methylprednisoloneacetate_1770,-14.798,-14.379,-13.888
emetine_1001,-14.795,-14.351,-14.099
cefonicid_542,-14.794,-14.443
clofazimine_692,-14.786,-14.771,-14.670
ceforanide_544,-14.784,-13.915,-12.289
glucosaminylmuramyldipeptide_1322,-14.781,-14.338,-14.313
cilazapril_641,-14.778,-14.520,-14.440
alfadoloneacetate_5045,-14.774,-13.742,-13.526
glisentide_1303,-14.774,-14.552
palbociclib_4941,-14.769,-14.074,-12.992
amikacin_157,-14.752,-13.807,-12.571
bisbentiamine_378,-14.752,-13.889,-13.712
abirateroneacetate_4176,-14.748,-14.439,-14.120
latanoprost_1551,-14.744,-14.236,-12.357
fendosal_3224,-14.743,-14.425,-14.043
clomocycline_702,-14.740,-14.722,-14.592
ingenolmebutate_4226,-14.739,-14.342,-13.955
betadex_2971,-14.737,-14.723,-14.716
bosutinib_4359,-14.735,-14.573,-12.124
oxytetracycline_2041,-14.722,-14.220,-14.163
idelalisib_4878,-14.716,-14.020,-13.603
desoxymycin_3133,-14.715,-14.424,-14.129
estramustine_1065,-14.711,-14.518,-13.226
gefitinib_1282,-14.709,-14.262,-12.643
fluorometholoneacetate_4647,-14.708,-14.214,-14.151
diperodon_3734,-14.703,-13.980,-13.739
evocalcet_5307,-14.702,-14.658,-14.135
teniposide_2590,-14.702,-13.656,-13.299
pyrinoline_3507,-14.701,-14.644,-14.465
ritonavir_2391,-14.699,-14.201,-14.092
cloxotestosterone_3113,-14.695,-13.719,-13.710
cilnidipine_642,-14.693,-14.681,-14.077
cortivazol_736,-14.692,-13.512,-13.511
alpha-tocopherolacetate_4195,-14.691,-11.927,-11.813
detajmium_823,-14.683,-14.628,-14.562
naftopidil_1873,-14.676,-14.494,-13.157
tocopherolsuccinate_2690,-14.669,-12.259,-12.132
larotrectinib_5305,-14.665,-14.104,-13.729
sofosbuvir_4811,-14.663,-14.634,-14.479
linopirdine_4588,-14.661,-14.270,-13.967
fluclorolone_4546,-14.658,-13.861,-13.734
floctafenine_1178,-14.655,-13.142,-12.848
netarsudil_5269,-14.654,-13.872,-12.506
ozanimod_5383,-14.653,-14.257
irinotecan_1482,-14.652,-13.567,-13.310
travoprost_2716,-14.647,-13.339,-13.088
lomerizine_1595,-14.639,-14.269,-13.513
dolutegravir_4805,-14.635,-13.607,-13.353
empagliflozin_4830,-14.633,-13.783,-12.847
sarpogrelate_2423,-14.633,-14.496,-14.131
fenoxedil_3226,-14.630,-12.816,-12.356
tritoqualine_2765,-14.622,-14.314,-14.231
biriperone_3883,-14.616,-14.495,-13.548
methotrexate_1751,-14.616,-13.768,-13.739
fluvastatin_1229,-14.613,-14.298,-14.207
sivelestat_2452,-14.611,-14.452,-12.459
finasteride_1171,-14.609,-13.417,-13.234
lubeluzole_3328,-14.606,-13.169
omidenepagisopropyl_5312,-14.605,-14.529,-12.863
iloperidone_3294,-14.604,-14.597,-12.167
rimexolone_2384,-14.602,-13.684,-13.534
sorafenib_2459,-14.602,-13.943
betrixaban_5241,-14.601,-14.427,-13.867
flavoxate_1175,-14.601,-14.584,-14.413
cyfluthrin_4407,-14.597,-13.546,-12.870
febarbamate_1135,-14.596,-13.574,-13.394
guamecycline_3273,-14.595,-14.176,-13.905
spiperone_2470,-14.595,-14.551,-14.399
vilazodone_4223,-14.593,-13.752,-11.853
domperidone_945,-14.589,-14.195
adefovirdipivoxil_88,-14.588
melengestrolacetate_5576,-14.577,-14.227,-14.157
lenampicillin_1553,-14.576,-14.358,-13.980
aspoxicillin_248,-14.575,-14.052
ziconotide_2878,-14.558
tafluprost_4229,-14.557,-14.420,-14.375
fenticonazole_1166,-14.555,-14.292,-13.774
anagestoneacetate_208,-14.549,-13.766,-13.289
cypermethrin_4409,-14.548,-13.203,-12.809
lumateperone_5358,-14.548,-13.317,-12.845
brexpiprazole_5014,-14.544,-12.759
reserpine_2370,-14.543,-13.898,-13.755
bucladesine_415,-14.535,-13.239,-12.756
bisoxatinacetate_382,-14.524,-14.212,-13.846
glibenclamide_1314,-14.524,-13.906,-12.310
hydrocortisonephosphate_5193,-14.521,-14.312,-14.179
nandrolonedecanoate_1881,-14.519,-12.836,-12.302
rescimetol_3825,-14.519,-13.772,-13.338
ceruletide_579,-14.511,-12.724,-12.038
doxycycline_961,-14.511,-13.995,-13.922
fimasartan_4906,-14.509,-14.243,-14.202
prenoxdiazine_2260,-14.509,-14.157,-13.491
cefuroximeaxetil_566,-14.508,-14.110
medroxyprogesterone_1659,-14.508,-13.893,-13.614
dixyrazine_933,-14.503,-13.438,-13.024
megestrolacetate_1667,-14.498,-14.138,-13.968
binifibrate_372,-14.495,-14.271,-14.249
difamilast_5503,-14.491,-13.013,-12.989
bemotrizinol_3014,-14.490,-14.145,-13.121
arbekacin_235,-14.489,-13.754,-12.725
triamcinolone_2725,-14.484,-13.767,-13.393
daridorexant_5493,-14.478,-14.107,-13.954
cinacalcet_647,-14.477,-14.323,-14.308
apatinib_5211,-14.473,-14.276,-13.766
brilliantgreen_4665,-14.470,-14.455,-13.761
pazopanib_4118,-14.470,-14.370,-13.685
prasteronesulfate_4049,-14.469,-12.928,-12.474
valsartan_2806,-14.468,-14.419,-14.017
imiclopazine_3758,-14.467,-14.008,-11.880
novobiocin_1974,-14.467,-14.206,-14.153
adagrasib_5694,-14.466,-13.892,-13.868
cobimetinib_5046,-14.463,-13.871,-13.683
natamycin_1885,-14.463,-13.947,-13.839
talniflumate_2559,-14.463,-13.863,-13.746
prednisolonesodiumphosphate_4451,-14.458,-14.359,-14.169
pitavastatin_2214,-14.437,-14.342,-14.107
spironolactone_2475,-14.437,-14.335,-14.069
tafenoquine_3578,-14.437,-13.885,-13.885
chlormadinone_600,-14.436,-13.762,-13.580
perospirone_2112,-14.435,-13.984
ertugliflozin_5270,-14.432,-14.291,-13.636
delmadinoneacetate_3130,-14.430,-13.739,-13.570
nicarbazin_5586,-14.429,-13.931
quinestrol_2342,-14.429,-14.413,-14.353
elvitegravir_4300,-14.428,-13.907,-13.728
prednisolonesteaglate_2249,-14.420,-13.595,-13.543
entrectinib_5345,-14.410,-13.486,-13.121
mycophenolatemofetil_1859,-14.410,-13.842,-12.929
mepitiostane_1699,-14.409,-14.274,-14.026
moperone_1837,-14.409,-14.314,-13.356
ivacaftor_4228,-14.406,-14.049,-13.592
topotecan_2707,-14.396,-13.912,-13.406
filgotinib_5419,-14.395,-13.672,-13.379
flumedroxone_4547,-14.395,-13.908,-13.546
raltitrexed_2353,-14.392,-14.353,-13.972
decamethrin_4378,-14.391,-12.891,-12.689
flibanserin_5022,-14.391,-13.673,-13.602
protoporphyrin_3500,-14.388,-13.440,-13.437
cloprostenol_5665,-14.387,-13.921,-13.463
fluprednidene_4553,-14.386,-13.961,-13.571
copanlisib_5256,-14.383,-12.597,-11.498
tartrazine_2567,-14.381,-14.214,-14.151
quinapril_2340,-14.377,-14.228,-13.827
brovanexine_410,-14.373,-14.330,-14.270
pimavanserin_5142,-14.372,-14.337,-12.902
medibazine_3768,-14.366,-14.100,-13.932
ranolazine_2359,-14.366,-13.202
medrogestone_1657,-14.364,-13.678,-13.551
cortisoneacetate_734,-14.359,-14.088,-13.821
hydrocortisoneacetate_4213,-14.359,-14.082,-13.803
bialamicol_364,-14.354,-11.511,-11.362
vatinoxan_5652,-14.352,-13.132,-12.668
nadide_4140,-14.351,-14.148,-12.914
fulvestrant_1255,-14.348,-14.103,-13.504
prednisoloneacetate_2247,-14.340,-14.109,-13.817
indinavir_1437,-14.339,-13.961,-13.816
flumetasone_4548,-14.338,-13.857,-13.775
rifamycin_4817,-14.337,-14.324,-14.115
butorphanol_454,-14.335,-12.978,-12.684
donepezil_946,-14.334,-14.325,-13.287
folicacid_1231,-14.333,-13.437,-11.782
danazol_779,-14.329,-13.749,-13.214
dexamethasone_824,-14.327,-13.985,-13.584
hematoporphyrin_3274,-14.327,-13.686,-13.528
inositolnicotinate_1445,-14.320,-14.297,-14.280
timiperone_2668,-14.319,-13.138,-12.062
azelnidipine_272,-14.314,-13.882,-13.407
oxyphenisatineacetate_2037,-14.314,-14.250,-14.095
methoserpidine_1750,-14.313,-14.146,-13.534
cefetametpivoxil_536,-14.312,-13.267,-11.937
diprafenone_923,-14.311,-14.264
raltegravir_2352,-14.311,-14.136,-13.937
cyclarbamate_3722,-14.310,-13.360,-13.238
lenvatinib_4942,-14.310,-14.026,-13.767
anecortave_217,-14.308,-13.822,-13.710
famprofazone_1130,-14.300,-14.277,-12.877
perflubron_2102,-14.298,-13.985,-12.809
sulfasalazine_2525,-14.298,-13.376,-12.389
latamoxef_1851,-14.296,-14.030,-13.666
aldosterone_111,-14.291,-13.775,-12.711
mosapride_1848,-14.286,-13.044,-12.994
canrenone_478,-14.285,-14.285,-13.098
cinnarizine_654,-14.285,-14.201,-13.608
lisinopril_1587,-14.285,-14.038,-13.285
salazosulfadimidine_3537,-14.285,-13.642
cabergoline_460,-14.281,-13.660,-13.201
moxidectin_5286,-14.280,-14.169,-13.425
quinbolone_3823,-14.277,-13.881,-13.778
oxybutynin_2028,-14.275,-13.463,-13.451
betamethasone_348,-14.270,-13.993,-13.582
oleandrin_3399,-14.267,-13.920,-13.624
bexarotene_361,-14.266,-13.802,-13.475
chlortetracycline_624,-14.266,-14.208,-14.126
tetracycline_2611,-14.266,-13.916,-13.815
mupirocin_1857,-14.260,-13.134,-11.335
fluprednisolone_1216,-14.257,-13.198,-13.024
dicloxacillin_866,-14.255,-13.162,-13.129
mirodenafil_5005,-14.253,-12.246,-11.934
almitrine_127,-14.250,-12.131,-11.688
ampiroxicam_199,-14.250,-14.221,-13.802
sertindole_2435,-14.250,-14.105,-13.707
diosmin_3157,-14.246,-13.811,-13.772
potassiumcanrenoate_477,-14.244,-13.332,-13.301
floxacillin_1183,-14.235,-13.205,-13.192
candesartancilexetil_475,-14.222,-14.057,-13.991
clidinium_676,-14.221,-12.915,-12.701
benzilonium_320,-14.216,-13.302,-12.737
racecadotril_60,-14.215,-13.377,-12.627
fedratinib_5347,-14.214,-12.323,-12.061
atovaquone_258,-14.209,-13.823,-13.613
eletriptan_995,-14.205,-14.065,-13.589
glisoxepide_1305,-14.203,-14.050,-12.957
methestroldipropionate_2287,-14.203,-13.435,-13.420
cinitapride_652,-14.202,-13.990,-13.781
fenbutrazate_3222,-14.200,-13.972,-13.246
fominoben_1234,-14.200,-13.287,-12.710
anileridine_220,-14.198,-13.155
delavirdine_799,-14.196,-14.037,-12.594
pipenzolate_2185,-14.195,-12.728,-12.662
flupentixol_1211,-14.193,-13.586,-12.983
estradioldipropionate_1060,-14.189,-13.793,-13.260
metacycline_1727,-14.185,-13.727,-13.534
alacepril_101,-14.178,-13.768,-13.709
isepamicin_1486,-14.175,-13.956,-13.324
metofenazate_3357,-14.174,-13.761,-13.079
droperidol_966,-14.171,-13.394,-11.877
itraconazole_1513,-14.171,-13.560,-13.264
lymecycline_1619,-14.167,-14.023,-12.659
ziprasidone_2865,-14.164,-13.346,-13.229
droprenilamine_3167,-14.161,-14.105,-14.012
pemetrexed_2073,-14.161,-13.531,-13.505
crizotinib_4187,-14.157,-14.110,-13.806
norelgestromin_1959,-14.156,-12.759,-12.628
prednylidene_2254,-14.155,-13.459,-13.405
prenylamine_2261,-14.155,-13.987,-12.954
drostanolonepropionate_965,-14.154,-13.362,-13.190
etorphine_5537,-14.154,-14.119,-13.750
bentiromide_316,-14.153,-13.974,-13.960
cefamandolenafate_528,-14.149,-13.370,-12.471
vesnarinone_2817,-14.146,-13.580,-11.714
pipebuzone_3473,-14.145,-13.790,-13.784
niperotidine_4002,-14.141,-12.908
toceranib_5634,-14.139,-13.004,-12.960
tucidinostat_4973,-14.139,-13.907,-13.638
lemborexant_5360,-14.134,-13.278,-13.170
meclocycline_3333,-14.134,-14.058,-14.036
eplerenone_1032,-14.129,-14.128,-14.068
prednisone_2253,-14.128,-14.008,-12.905
ciclonium_635,-14.124,-12.769,-12.534
butaperazine_443,-14.123,-13.543,-13.338
tamsulosin_2562,-14.123,-13.712,-12.844
dextromoramide_843,-14.122,-13.646,-13.432
hydrocortisone_1388,-14.122,-14.010,-12.917
eprosartan_1037,-14.121,-13.829,-13.403
prednisolone_2245,-14.121,-13.404,-12.922
norgestimate_1968,-14.117,-13.256,-13.146
ceftriaxone_564,-14.111,-11.673,-11.490
idanpramine_4574,-14.109,-13.532,-13.319
lafutidine_1537,-14.104,-13.776
alpelisib_5328,-14.103,-13.803,-13.797
deptropine_808,-14.098,-13.880,-13.240
tamibarotene_3580,-14.097,-13.997,-13.679
lifitegrast_5174,-14.096,-13.850,-13.836
tioclomarol_2674,-14.093,-13.577,-13.550
ornoprostil_1998,-14.091,-13.744,-13.637
tandospirone_2563,-14.091,-13.253,-12.883
simvastatin_2445,-14.090,-13.747,-13.744
glucosulfone_1308,-14.089,-14.050,-13.090
ezetimibe_1125,-14.084,-13.967,-13.780
verapamil_2815,-14.078,-13.436,-11.983
dalfopristin_778,-14.071,-14.070,-13.864
thiostrepton_5627,-14.070,-11.777
ribociclib_5218,-14.065,-11.201,-11.075
paliperidonepalmitate_4498,-14.063,-13.433,-13.267
capmatinib_5392,-14.062,-13.469,-13.395
cilostazol_644,-14.056,-13.630,-12.237
myrophine_3368,-14.056,-13.587,-13.037
petrichloral_2086,-14.055,-14.039,-13.847
zipeprol_2864,-14.047,-13.798,-13.333
ioglycamicacid_3306,-14.041,-13.371,-13.258
quinestradol_2341,-14.041,-13.237,-13.127
asulacrine_252,-14.036,-13.592,-13.505
ethylbiscoumacetate_1091,-14.034,-13.858,-13.701
posaconazole_3483,-14.034,-13.509,-13.218
pivampicillin_2218,-14.024,-13.995,-13.491
ponesimod_5446,-14.022,-12.991,-12.566
luprostiol_5570,-14.018,-13.709,-13.395
etodroxizine_1104,-14.016,-12.921,-12.686
sunitinib_2544,-14.016,-12.998,-12.939
rimonabant_4150,-14.011,-13.860,-13.784
trilostane_2746,-14.010,-12.468,-12.243
pexidartinib_5343,-14.004,-11.116,-11.075
tiomesterone_3844,-14.003,-13.917,-13.473
diflucortolone_3141,-13.999,-13.787,-13.311
cloprednol_709,-13.998,-13.084,-12.970
pimitespib_5686,-13.998,-13.780,-13.742
radotinib_5188,-13.997,-13.177,-13.022
apremilast_4829,-13.996,-12.875,-12.174
loprazolam_1602,-13.996,-13.771,-13.490
tirofiban_2680,-13.991,-13.890,-11.168
tubocurarine_2781,-13.984,-13.806,-13.357
cyclofenil_753,-13.982,-13.921,-13.126
diquafosol_4900,-13.979,-13.949,-12.899
trimebutine_2748,-13.979,-12.659,-12.461
homofenazine_1382,-13.978,-13.930,-13.918
boldenoneundecylenate_5631,-13.971,-12.516,-11.994
metoserpate_5577,-13.970,-13.335,-12.748
axitinib_4225,-13.966,-13.611,-13.155
cefoperazone_543,-13.966,-13.826,-13.398
afatinib_4318,-13.961,-13.629,-13.127
indoramin_1443,-13.960,-13.759,-13.264
laninamiviroctanoatehydrate_4822,-13.960,-13.810,-11.636
tianeptine_2650,-13.960,-13.944,-13.066
zuclopenthixolacetate_4075,-13.960,-12.970,-11.590
methylprednisolonesuleptanate_1772,-13.954,-13.714,-13.692
toremifene_2709,-13.948,-13.847,-13.660
chloroprednisone_3093,-13.947,-13.192,-13.040
mirabegron_4382,-13.946,-13.752,-13.529
fluorometholone_1208,-13.943,-13.723,-13.422
thymopentin_2645,-13.942,-13.373,-13.366
ceftobiprolemedocaril_4402,-13.941,-13.769,-12.894
cepharanthine_5375,-13.939,-13.550,-13.517
siccanin_3546,-13.939,-12.998,-12.815
cerivastatin_577,-13.935,-13.852,-13.743
iocarmicacid_1450,-13.932,-13.917,-13.318
ganaxolone_5508,-13.925,-13.771,-12.728
revefenacin_5303,-13.922,-13.105,-13.000
eprazinone_1035,-13.921,-13.171,-12.568
luseogliflozin_4891,-13.915,-13.311,-12.957
desaspidin_4377,-13.913,-13.797,-13.507
cefpirome_553,-13.912,-12.463,-12.322
glibornuride_1298,-13.912,-13.161,-12.755
lacidipine_1532,-13.911,-13.643,-13.472
cabotegravir_5440,-13.910,-13.584,-13.370
gemeprost_1284,-13.910,-13.533,-12.260
mebeverine_1642,-13.908,-10.916
testosteronepropionate_4146,-13.906,-12.990,-12.601
cefotetan_547,-13.903,-13.540,-13.445
dasatinib_785,-13.901,-13.682,-12.355
cefotiam_548,-13.900,-12.930,-11.137
diethylaminoethoxyhexestrol_3276,-13.900,-13.188,-12.567
cimetropium_646,-13.899,-13.100,-12.961
tasosartan_3839,-13.895,-13.874,-13.449
lascufloxacin_5370,-13.888,-13.520,-13.015
trandolapril_2712,-13.888,-13.246,-13.229
desoximetasone_819,-13.885,-13.848,-13.518
polydatin_4613,-13.882,-13.302,-13.279
sulbutiamine_2494,-13.880,-13.697,-13.438
etonogestrel_1110,-13.877,-13.122,-12.829
morazone_1840,-13.877,-13.492,-13.447
metopimazine_1784,-13.873,-13.329,-13.260
solifenacin_2457,-13.872,-13.352,-13.313
estradiolvalerate_1064,-13.871,-13.849,-12.916
rilpivirine_4174,-13.870,-13.457,-13.376
clevidipine_674,-13.863,-13.842,-12.866
demegestone_803,-13.863,-12.781,-12.394
promegestone_2285,-13.862,-12.975,-12.937
androisoxazole_213,-13.861,-13.330,-12.328
dequalinium_4376,-13.861,-12.956,-12.803
pyrvinium_2335,-13.861,-13.849,-12.639
stanozolol_2477,-13.861,-13.163,-12.360
pipoxolan_2194,-13.857,-13.532,-12.619
formebolone_1237,-13.855,-13.535,-12.521
benfluorex_307,-13.842,-13.801,-13.449
nintedanib_4903,-13.842,-13.186,-12.904
drotaverine_969,-13.833,-13.742,-12.985
cefbuperazone_3072,-13.831,-13.774,-13.290
remdesivir_5376,-13.830,-13.480,-13.442
oxymetholone_2033,-13.828,-13.469,-12.283
mepacrine_2338,-13.827,-11.816,-11.762
oxyphenonium_2039,-13.827,-12.833,-12.393
iobitridol_1449,-13.823,-13.660,-13.427
meproscillarin_1705,-13.818,-13.723,-13.652
ethaverine_1077,-13.816,-12.976,-12.723
vandetanib_4178,-13.816,-13.396,-13.115
minocycline_1813,-13.812,-13.768,-13.665
dimethisterone_904,-13.809,-13.243,-13.134
nabilone_1862,-13.809,-13.645,-12.997
cefteram_3076,-13.802,-13.345,-13.196
norgestomet_5588,-13.800,-13.262,-13.229
bornaprine_390,-13.799,-12.515,-12.293
azimilide_274,-13.798,-13.137,-13.027
risdiplam_5407,-13.798,-13.791,-12.170
tocofibrate_2688,-13.798,-13.367,-13.362
clostebolacetate_716,-13.797,-12.775,-12.453
gestrinone_1292,-13.795,-13.013,-12.504
levonorgestrel_1572,-13.794,-12.995,-12.518
sitagliptin_2448,-13.792,-13.434,-13.405
mefloquine_1665,-13.791,-12.873,-12.690
norethindroneacetate_1963,-13.791,-13.085,-12.464
gestodene_1291,-13.790,-13.000,-12.511
aminopterin_21,-13.788,-13.772,-13.650
buzepidemetiodide_459,-13.788,-13.247,-13.129
methylprednisolone_1768,-13.788,-13.465,-13.193
bacampicillin_280,-13.786,-13.018,-12.390
cefozopran_551,-13.785,-12.270,-11.145
tocopherylnicotinate_2689,-13.785,-13.656,-13.096
cefotiamhexetil_549,-13.783,-13.694,-13.643
demeclocycline_802,-13.781,-13.685,-13.621
sufentanil_2491,-13.780,-13.228,-12.362
benazepril_299,-13.773,-13.605,-12.290
nicocodine_1914,-13.768,-13.595,-13.384
baicalin_4055,-13.767,-13.607,-13.527
mepenzolate_1689,-13.767,-12.172,-12.082
azlocillin_277,-13.766,-13.394,-12.774
cangrelor_5006,-13.765,-13.460,-13.312
meprednisone_1702,-13.761,-13.547,-13.043
pipamperone_2181,-13.761,-13.517,-13.300
piminodine_2170,-13.758,-13.751,-12.997
butenafine_444,-13.756,-13.553,-13.494
cefoselis_545,-13.756,-12.488,-11.041
iopentol_1466,-13.755,-12.991,-10.901
plerixafor_4410,-13.752,-13.740,-13.510
garenoxacin_4053,-13.748,-13.633,-13.482
doxapram_953,-13.744,-13.706,-12.950
trimegestone_4736,-13.739,-13.417,-12.736
desoxycortone_820,-13.735,-13.063,-12.446
sofpironiumbromide_5428,-13.732,-13.328,-12.989
glipizide_1301,-13.731,-11.026,-10.994
nafiverine_3790,-13.727,-13.658,-13.499
ceftiofur_5663,-13.725,-13.423,-12.285
coppernaphthenate_5648,-13.725,-13.167,-12.379
haloperidol_1353,-13.725,-13.663,-12.744
fluphenazine_1212,-13.723,-13.631,-13.627
levomefolicacid_4621,-13.723,-13.516,-12.019
mizolastine_1824,-13.723,-13.715,-13.330
etofenamate_3211,-13.721,-12.839,-12.708
fenprostalene_5540,-13.712,-13.514,-12.404
losartan_1610,-13.708,-13.113,-12.905
tribuzone_2732,-13.706,-13.356,-13.330
amiodarone_176,-13.705,-13.616,-13.475
rutoside_3535,-13.702,-13.692,-13.628
pemigatinib_5390,-13.701,-13.684,-13.133
tamoxifen_2561,-13.701,-13.580,-13.549
fendiline_1148,-13.700,-13.045,-13.035
prulifloxacin_2325,-13.698,-13.675,-13.367
eliglustat_4834,-13.691,-12.756,-12.103
ponatinib_4716,-13.686,-13.106,-13.085
alfentanil_114,-13.684,-13.129,-12.993
lasmiditan_5351,-13.681,-12.749,-12.190
octocrylene_3395,-13.678,-13.655,-13.543
tofogliflozin_4892,-13.676,-13.444,-13.031
piketoprofen_2165,-13.669,-13.454,-13.293
simfibrate_2444,-13.668,-13.660,-11.834
nemonapride_1895,-13.667,-13.201,-12.767
brigatinib_5233,-13.666,-13.279,-12.961
motretinide_1849,-13.662,-13.120,-12.756
oxypertine_2035,-13.662,-13.420,-12.000
ioxaglicacid_1472,-13.661,-13.459,-13.374
parapenzolate_2062,-13.660,-12.500,-12.245
etretinate_1116,-13.656,-13.068,-12.758
aminoxytriphene_3673,-13.655,-13.408,-13.331
buspirone_437,-13.653,-13.025,-12.546
cefuroximepivoxetil_567,-13.653,-12.853,-12.789
estradiolacetate_4497,-13.652,-12.339,-11.876
etynodiol_1095,-13.650,-13.638,-13.276
erlotinib_1045,-13.649,-13.365,-12.780
bepotastine_341,-13.645,-13.083,-12.403
elcometrine_3175,-13.640,-13.591,-13.459
bromperidol_407,-13.639,-13.277,-12.833
adamexine_86,-13.638,-12.697,-12.687
amineptine_161,-13.634,-13.477,-13.422
rubitecan_2411,-13.633,-13.256,-12.941
cinalukast_648,-13.632,-11.676,-11.088
fesoterodine_4191,-13.632,-13.630,-13.584
depreotide_2954,-13.631
pleconaril_4690,-13.629,-13.301,-12.248
monoxerutin_1835,-13.622,-13.552,-13.367
fentanyl_1164,-13.621,-13.491,-13.196
olodaterol_4814,-13.621,-13.199,-13.021
phenothrin_4686,-13.617,-13.528,-12.778
bendroflumethiazide_305,-13.614,-13.532,-13.356
meclozine_1649,-13.614,-13.529,-13.057
cloxacillin_720,-13.608,-12.774,-12.674
thiothixene_2639,-13.605,-13.325,-13.278
cinepazide_651,-13.604,-13.392,-13.223
desogestrel_818,-13.604,-13.413,-12.544
promestriene_4023,-13.603,-12.733,-12.413
prasteroneacetate_796,-13.601,-12.354,-12.308
rosuvastatin_2406,-13.599,-13.398,-13.371
cyclovalone_762,-13.596,-13.358,-13.165
etofyllineclofibrate_1108,-13.595,-12.459
