DockingScore,smiles,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,bit0,bit1,bit2,bit3,bit4,bit5,bit6,bit7,bit8,bit9,bit10,bit11,bit12,bit13,bit14,bit15,bit16,bit17,bit18,bit19,bit20,bit21,bit22,bit23,bit24,bit25,bit26,bit27,bit28,bit29,bit30,bit31,bit32,bit33,bit34,bit35,bit36,bit37,bit38,bit39,bit40,bit41,bit42,bit43,bit44,bit45,bit46,bit47,bit48,bit49,bit50,bit51,bit52,bit53,bit54,bit55,bit56,bit57,bit58,bit59,bit60,bit61,bit62,bit63,bit64,bit65,bit66,bit67,bit68,bit69,bit70,bit71,bit72,bit73,bit74,bit75,bit76,bit77,bit78,bit79,bit80,bit81,bit82,bit83,bit84,bit85,bit86,bit87,bit88,bit89,bit90,bit91,bit92,bit93,bit94,bit95,bit96,bit97,bit98,bit99,bit100,bit101,bit102,bit103,bit104,bit105,bit106,bit107,bit108,bit109,bit110,bit111,bit112,bit113,bit114,bit115,bit116,bit117,bit118,bit119,bit120,bit121,bit122,bit123,bit124,bit125,bit126,bit127,bit128,bit129,bit130,bit131,bit132,bit133,bit134,bit135,bit136,bit137,bit138,bit139,bit140,bit141,bit142,bit143,bit144,bit145,bit146,bit147,bit148,bit149,bit150,bit151,bit152,bit153,bit154,bit155,bit156,bit157,bit158,bit159,bit160,bit161,bit162,bit163,bit164,bit165,bit166
-9.9,CC1(CC1)S(=O)(=O)NC(=O)C2(CC2C(F)F)NC(=O)C3CC4CN3C(=O)C(NC(=O)OC5CCCC5OCC=CC(C6=NC7=CC=CC=C7N=C6O4)(F)F)C(C)(C)C,16.06125942284178,16.06125942284178,0.13036084333699915,-4.303376505565964,0.2826248744385246,30.879310344827587,838.8779999999999,792.5099999999999,838.2983109319999,316,0,0.4076752178373395,-0.4708860623527009,0.4708860623527009,0.4076752178373395,1.0344827586206897,1.706896551724138,2.3448275862068964,32.23349687745938,9.853925511332235,2.6715194583823068,-2.3539023939881853,2.4939048520439373,-2.6033130618685045,7.912924306698724,-0.1427193953071314,3.9709585561616154,1.2610812761829644,2131.0845784940693,42.00106027432458,32.30549611331948,33.121992694247204,27.138251553948294,19.19676859075062,20.67993183834501,17.053403995114174,19.250000275386146,11.640545660337642,13.800455229984538,7.729395998748109,9.041512992950235,-4.59,3794818352224.6816,41.56538357445815,14.902708330722128,8.047740560101856,331.60093005903616,29.744075800263285,29.830539686175875,5.693927994848461,34.14308369340516,5.907179729351506,12.015769239032991,19.10570641666755,31.961121305644813,8.78083009534964,0.0,38.979965842828975,69.07241165040057,6.4208216229260096,40.953934692785275,59.368194772715654,44.87147184763303,0.0,30.223538845209642,11.332896515558172,125.67020259934006,13.151638370425493,42.11143648236266,0.0,5.879988336435371,20.092535026264798,22.3561973747711,5.879988336435371,0.0,107.35905465849318,39.80315778131772,11.332896515558172,78.33462815409302,36.417508487514205,0.0,11.033401435232523,0.0,195.21999999999994,129.16078535110262,36.376775815965864,8.78083009534964,30.48192664559746,25.33848497561191,10.975929837684358,19.056471336613843,32.903945735995094,4.722094864452088,20.60153424990708,14.210588861400147,104.66159543252124,0.0,65.33671125528434,4.944409875398869,-3.9135606470986035,-9.433435121783633,3.265180525565862,-4.101213206086726,5.627021725097942,-4.303376505565964,0.631578947368421,58,3,15,3,2,5,4,1,1,2,7,2,11,3,20,3,6,3,1,4,0,7,10.67994462180583,7,3.8568000000000033,197.03089999999946,0,0,0,0,0,2,0,0,0,0,4,4,0,0,0,3,3,0,0,0,0,0,0,0,1,4,1,4,0,0,0,0,0,0,1,0,5,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
-9.8,CC(C)C(C(=O)N1CC2(CC2)CC1C3=NC=C(N3)C4=CC5=C(C=C4)C6=C(C5(F)F)C=C(C=C6)C7=CC8=C(C=C7)N=C(N8)C9C1CCC(C1)N9C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC,16.675736307700127,16.675736307700127,0.010171035957309948,-3.287032779699791,0.10788103288586331,22.923076923076923,889.0169999999998,834.5849999999998,888.4134378880001,340,0,0.4070128709490774,-0.45287035758105104,0.45287035758105104,0.4070128709490774,0.7846153846153846,1.4,2.046153846153846,19.28531677177588,9.95327662311551,2.5555371391892328,-2.3709505702056726,2.5868745405399203,-2.535222160878983,5.892004404490471,-0.13901102602076354,3.952220938990151,0.8958849355767071,2742.513472941982,45.68877652859393,37.33632538452055,37.33632538452055,31.08852484229643,22.635946887836266,22.635946887836266,19.449781278005656,19.449781278005656,14.712687429982036,14.712687429982036,11.038368055291153,11.038368055291153,-6.319999999999999,355122964936429.2,42.62063427392987,15.688653648039192,7.192344520663779,374.78988976707217,39.87507961920813,23.732490654295777,0.0,11.814359458703011,5.922529168094576,12.18648014187683,9.589074368143644,19.55703141003806,8.78083009534964,0.0,58.026784141070536,108.21291258607145,29.276951710151522,49.22744974254505,37.432704739237025,35.034241035812364,0.0,40.369310753502454,23.16870860788096,102.35161185015292,20.764351488467643,83.56985916716143,0.0,33.51118545333344,10.633577208012662,18.36990446349328,0.0,0.0,92.62644712198117,24.985329443838317,23.16870860788096,101.07927217400832,60.794147187767564,0.0,44.54458688856596,0.0,174.63999999999996,30.192690968267325,19.178148736287287,8.78083009534964,64.23549353742185,51.658000081165135,49.60508194686932,20.285962151016676,29.295854507848382,62.92669387192102,20.60153424990708,19.441682949494513,42.977342345406875,0.0,72.59772898670694,5.433781099678576,4.680212694721051,-2.530716905656713,13.798118612830226,5.748657976191184,8.085133573996071,2.54307494945914,0.46938775510204084,65,4,14,3,2,5,4,3,2,5,6,2,8,4,16,4,10,2,2,4,1,6,10.287082605898988,10,8.607300000000008,237.33079999999939,0,0,0,0,0,4,2,0,0,0,4,4,0,0,0,4,4,0,0,0,2,2,0,0,2,2,0,4,0,0,0,0,0,0,3,0,6,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
-9.8,CC(C(C(=O)N1CCCC1C2=NC3=C(N2)C=C(C(=C3)F)C4CCC(N4C5=CC(=C(C(=C5)F)N6CCC(CC6)C7=CC=C(C=C7)F)F)C8=CC9=C(C=C8F)N=C(N9)C1CCCN1C(=O)C(C(C)OC)NC(=O)OC)NC(=O)OC)OC,16.99741834942347,16.99741834942347,0.04914090503795987,-1.0812280604578153,0.0711751503666903,21.2875,1113.1989999999996,1047.6789999999996,1112.49070014,426,0,0.4070971933039268,-0.4528693270244447,0.4528693270244447,0.4070971933039268,0.575,1.025,1.45,19.148755279297088,9.889741506546853,2.430950454686808,-2.3600377207537164,2.502115992073131,-2.5359404392959033,5.87942600411366,-0.13796133845834255,4.405063525010419,0.9926307063421076,3104.3775239896604,56.679975881227115,45.29402675059822,45.29402675059822,38.49237495198096,27.015016720983038,27.015016720983038,21.101077560512266,21.101077560512266,16.627827804712368,16.627827804712368,12.308916368224457,12.308916368224457,-7.53,5.882918088990461e+17,55.771251857496544,23.281418025359645,10.798140416587511,458.18051791812235,59.14862498850919,46.87153945211702,11.63444168209179,11.814359458703011,0.0,12.18648014187683,9.589074368143644,41.509106648412164,0.0,0.0,12.13273413692322,113.0936073314174,69.34564410120613,72.66169404510855,60.07767578986158,57.44241502041201,0.0,40.369310753502454,0.0,119.59093117933509,64.41803525046139,118.08893836093644,0.0,0.0,20.433396669713616,42.91592215588487,0.0,0.0,132.6464033686226,28.536526183343838,29.086104205229475,123.6384802166334,60.6636706846161,0.0,22.066802870465047,0.0,199.57999999999998,95.7287007151478,23.568563783962105,17.56166019069928,58.111847101052945,87.38616579243875,5.563451491696996,64.83739257587979,57.71258159662959,0.0,20.60153424990708,28.91540885709461,101.88646251291506,0.0,75.30577535996015,5.142385233162185,2.4430376648528807,-3.405986179328374,9.296050134892187,0.7939077046546759,4.644424060672408,5.227276841552192,0.47368421052631576,80,4,18,0,4,4,4,4,2,6,8,0,12,4,23,6,15,0,4,4,0,8,16.23042285364991,10,9.447500000000005,285.21979999999996,0,0,0,0,0,4,2,0,0,0,4,4,0,0,0,6,4,0,0,0,2,2,0,0,2,0,0,4,0,2,0,0,0,0,4,0,2,0,0,0,0,4,0,0,5,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
-9.6,CC(C)C(C(=O)N1CCCC1C2=NC=C(N2)C3=CC4=C(C=C3)N5C(OC6=C(C5=C4)C=CC(=C6)C7=CN=C(N7)C8CCCN8C(=O)C(C(C)C)NC(=O)OC)C9=CC=CC=C9)NC(=O)OC,13.779533145649303,13.779533145649303,0.12774571567901916,-0.719599740503378,0.09966131247485702,18.861538461538462,882.0349999999999,826.5949999999998,881.4224451000001,338,0,0.4070128695623729,-0.4651734278607222,0.4651734278607222,0.4070128695623729,0.7076923076923077,1.2461538461538462,1.7846153846153847,16.542655986890995,10.02269154209879,2.392752056980632,-2.3036136475286026,2.4611309452958072,-2.506401619762906,5.926347206659682,-0.13581983114850768,4.17680327845731,1.0011425016932454,2739.524045421875,45.517203653340125,37.46080235084823,37.46080235084823,31.430294344067047,22.350900776060065,22.350900776060065,17.723767838002626,17.723767838002626,12.953140039185318,12.953140039185318,9.561631256234971,9.561631256234971,-7.1,512270916878602.25,43.16505189036591,17.81578264951638,8.168083793063538,376.6004841538722,49.17904222079954,29.48200248757968,0.0,18.04226062943788,0.0,12.18648014187683,9.589074368143644,19.55703141003806,0.0,0.0,70.15951827799377,67.85093392633487,40.72954299307793,61.29544858623878,33.38873759768743,34.903764532660894,0.0,44.93641040129381,11.835812092322787,83.77349977779323,27.309107894380215,102.40235245246235,0.0,39.52165029292027,15.37044016181271,9.589074368143644,5.749511833283905,0.0,97.69646234653713,19.06280027574374,11.835812092322787,88.90207860719417,85.19009196476549,0.0,44.67506339171742,0.0,188.79999999999998,30.49806297090762,19.178148736287287,0.0,35.73385320932172,24.738321807825006,81.67131320840237,14.219595082555067,6.196843571613076,67.95708010592297,73.69957044539133,24.178545903294562,18.782011399155653,0.0,71.9582885076851,6.458983512263465,7.433467284240602,1.548556599007192,22.938636528843677,5.051740050777227,8.74707379821197,2.5812423198151184,0.3877551020408163,65,4,16,0,3,3,4,3,3,6,5,0,10,4,16,6,11,0,2,2,0,5,11.831064346674694,9,8.116000000000009,243.45579999999936,0,0,0,0,0,5,2,0,0,0,4,4,0,0,0,5,4,0,0,0,2,2,0,0,2,0,0,4,0,0,0,0,0,0,3,0,5,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
-9.6,CC1=CN=C(C=N1)C(=O)NC2CCCCCC=CC3CC3(NC(=O)C4CC(CN4C2=O)OC5=NC6=CC=CC=C6C7=CC=CC=C75)C(=O)NS(=O)(=O)C8CC8,14.644582124325087,14.644582124325087,0.00491220851926033,-3.894178255827127,0.1851505589764442,25.945454545454545,765.8930000000001,722.5490000000001,765.294467716,286,0,0.271629870038296,-0.4719053909429791,0.4719053909429791,0.271629870038296,0.9454545454545454,1.709090909090909,2.4727272727272727,32.23336939487039,10.044925780483897,2.6180959195439426,-2.294856624061385,2.459714461843735,-2.579853154731255,7.905037561418872,-0.1407452543822382,4.105081307010257,1.1228966769642494,2313.75204307697,38.3210512306335,30.44086309379985,31.257359674727578,26.519644183108955,18.91129887644314,20.4576183543647,15.043652616208266,17.004461964783413,11.013749095038017,12.83273120592792,7.710064912036591,9.073954969710696,-5.44,3738853296351.3003,36.531697452630695,14.659794229895349,7.489076037961612,318.1213410598161,20.27034989266319,29.420501293276033,0.0,27.717638948545968,11.814359458703011,0.0,28.884222121686584,18.385754026223353,0.0,0.0,61.391885870289435,62.96762528863469,29.30801966963007,29.202166719972553,32.33280867441627,55.32738343182426,0.0,35.20751736615685,5.917906046161393,93.68764313443447,6.544756405912575,84.46451989428374,0.0,5.879988336435371,20.092535026264798,0.0,5.879988336435371,0.0,87.41962892974938,24.40690270562305,12.841643245852017,73.96978778010285,73.0766639045868,0.0,21.67537336101065,0.0,189.64999999999998,68.54642744538474,27.595945720616225,0.0,25.080327646613057,43.67802444591388,34.51701660686267,17.29359687407663,6.923737199690624,60.68297676136064,25.323629114359168,9.720841474747257,34.55117875868649,0.0,70.89520065982732,7.789102217345752,-0.08888316177675448,-2.524815948281701,13.333887708105493,10.355894626850587,1.7492800617365958,-3.894178255827127,0.425,55,3,14,2,2,4,4,2,2,4,5,0,10,3,15,4,7,2,1,3,0,5,9.737221227715601,8,3.6369200000000026,203.09639999999953,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,4,3,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
-9.5,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c5ccc6OCOc6c5)C1=O,13.089169422398589,13.089169422398589,0.021968091248844912,-0.5107601095993959,0.6925587527204075,22.79310344827586,389.41100000000023,370.2590000000001,389.13755608799994,146,0,0.24547168539751604,-0.4535954682508704,0.4535954682508704,0.24547168539751604,1.0689655172413792,1.896551724137931,2.793103448275862,16.69674918850012,9.859265376930065,2.4711131561244164,-2.458616349698196,2.4421671734751493,-2.6158323114382847,5.971149702987994,-0.1567936359418228,3.339663472832097,1.5913979833793046,1184.014141782871,19.697941654890258,15.844893119121647,15.844893119121647,14.11419354072963,9.667664202965488,9.667664202965488,7.7932780202764596,7.7932780202764596,6.1655656594894825,6.1655656594894825,4.836353017773126,4.836353017773126,-3.479999999999999,10567249.612177245,16.47223551923926,5.761738136388627,2.2392962136056878,166.35116773240372,24.25752389024826,6.041840829147961,11.49902366656781,18.607301764802838,0.0,0.0,9.589074368143644,0.0,0.0,0.0,24.26546827384644,29.32600418877882,30.065346532532722,12.586597235060536,19.06280027574374,22.71728439078407,0.0,14.783797982648164,0.0,18.504503281221933,20.38537069468959,59.28540045747372,0.0,11.49902366656781,9.473725907600098,0.0,11.49902366656781,0.0,53.025368965188726,16.00989599106965,0.0,22.862671807390413,42.46456947923127,0.0,10.902924932081056,0.0,74.87,6.041840829147961,9.589074368143644,0.0,31.193898999863375,17.919845289493818,27.72375591032351,4.899909730850478,11.947581713527669,36.39820241076966,11.050345589408819,9.473725907600098,11.012632180780178,0.0,32.89979192911733,1.0984896751910642,3.9738770523641564,1.2817547713529864,12.919171082778586,0.5092379220206602,0.27935358923183595,1.6923584638298743,0.2727272727272727,29,1,7,0,3,3,2,2,1,3,2,0,4,1,7,4,1,0,1,1,0,0,3.272714054578488,6,2.2112999999999996,104.68170000000005,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
-9.3,CN1C[C@@H](C=C2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O,14.17270409724955,14.17270409724955,0.1441642834070198,-2.0420784156369924,0.43401040453252926,33.325581395348834,581.6730000000003,546.3930000000004,581.26381922,222,0,0.28021564133060983,-0.3608706644958393,0.3608706644958393,0.28021564133060983,1.1627906976744187,1.9767441860465116,2.7906976744186047,16.69243126261243,9.794895113537562,2.695207936102705,-2.483707529445176,2.4608827564786946,-2.711438012410108,6.004921972125685,-0.31466562956320604,3.699515738923904,1.111581158027916,1701.848919573658,29.672633149578413,24.24739199962933,24.24739199962933,20.676307590208424,15.118173470852966,15.118173470852966,12.783564676914594,12.783564676914594,10.13170710306616,10.13170710306616,8.122608061926076,8.122608061926076,-3.9899999999999993,10186305265.478508,26.62362717468647,9.25332271850488,3.791911746924117,248.81617212806796,20.307204250644723,12.083681658295921,0.0,17.539345052673266,11.81822566490867,0.0,28.920293967716468,0.0,0.0,0.0,48.54058958606515,61.563700124767706,42.65194376759325,5.917906046161393,24.22700190085622,34.19756865020484,0.0,25.00049631750497,5.917906046161393,62.36857770836596,20.13718479450234,77.49415470123084,0.0,0.0,5.316788604006331,0.0,0.0,0.0,92.41051310786752,31.96211775186753,5.917906046161393,36.45573492063363,60.803800226139835,0.0,16.476029462150326,0.0,118.21000000000001,35.54479896333624,19.49013894705617,0.0,24.27702191077698,25.93115605767717,28.63752985400553,22.773322636702893,4.899909730850478,49.52189450028073,33.53025456434031,4.736862953800049,6.228187895541341,0.0,50.21405282851286,16.106133114387085,3.5825199191755246,-3.7664479543184344,14.117412191844918,6.380517801202003,2.45100031232437,2.019957224663664,0.42424242424242425,43,3,10,1,4,5,3,2,1,3,6,0,6,3,10,5,4,0,3,3,0,0,5.72923288801233,8,1.9907999999999997,157.9851999999997,0,1,0,0,0,1,1,0,0,0,3,3,0,0,0,3,2,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
